9.000000000000000000e+02,4.349990973029439610e-153,1.522957683258920770e-173,-3.189993380221589330e-152,-3.692434350028542938e-173
9.050000000000000000e+02,1.934174269921850711e-150,1.045992696569515509e-170,-1.418394464609357278e-149,-2.503511878938810745e-170
9.100000000000000000e+02,8.126905545634943612e-148,6.788825876329719199e-168,-5.959730733465625686e-147,-1.603515481550387592e-167
9.150000000000000000e+02,3.226838185267195091e-145,4.163763474859891331e-165,-2.366348002529276400e-144,-9.702370631492559758e-165
9.200000000000000000e+02,1.210741776079965751e-142,2.413253629206727527e-162,-8.878773024586416723e-142,-5.545721219281099920e-162
9.250000000000000000e+02,4.292874901971588429e-140,1.321738687363478658e-159,-3.148108261445831701e-139,-2.994384823811644825e-159
9.300000000000000000e+02,1.438359026621673240e-137,6.840914237369143056e-157,-1.054796619522560376e-136,-1.527285315896450046e-156
9.350000000000000000e+02,4.554164761717995690e-135,3.345868001182080285e-154,-3.339720825259863872e-134,-7.358493607931454648e-154
9.400000000000000000e+02,1.362613035582166170e-132,1.546428308535773147e-151,-9.992495594269219416e-132,-3.348934180950313459e-151
9.450000000000000000e+02,3.852642450917950267e-130,6.754253213134325874e-149,-2.825271130673163689e-129,-1.439678729825484218e-148
9.500000000000000000e+02,1.029359881031020373e-127,2.787736279525591580e-146,-7.548639127560816068e-127,-5.845984830665178597e-146
9.550000000000000000e+02,2.598951265666149899e-125,1.087309282217918683e-143,-1.905897594821843259e-124,-2.242199276934774869e-143
9.600000000000000000e+02,6.200852492688299760e-123,4.007576642949724982e-141,-4.547291827971419914e-122,-8.122802488540267199e-141
9.650000000000000000e+02,1.398063931631943145e-120,1.395848230236565280e-138,-1.025246883196758318e-119,-2.779347464711752520e-138
9.700000000000000000e+02,2.978688096993266410e-118,4.594333246935870679e-136,-2.184371271128395631e-117,-8.982029587708834716e-136
9.750000000000000000e+02,5.997156690588661534e-116,1.429009255725216057e-133,-4.397914906431685125e-115,-2.741507735349661450e-133
9.800000000000000000e+02,1.141006531187060992e-113,4.200260165768321104e-131,-8.367381228705114419e-113,-7.902703302319793149e-131
9.850000000000000000e+02,2.051413615759867492e-111,1.166665378339677872e-128,-1.504369984890569445e-110,-2.151394403575961581e-128
9.900000000000000000e+02,3.485304338887969266e-109,3.062286268083938510e-126,-2.555889848517844223e-108,-5.531061709007506726e-126
9.950000000000000000e+02,5.595650114662831902e-107,7.595826497644204759e-124,-4.103476750752743718e-106,-1.342845183760751161e-123
1.000000000000000000e+03,8.489512795763360441e-105,1.780469331494990753e-121,-6.225642716893130267e-104,-3.078619457738846943e-121
1.005000000000000000e+03,1.217131092501116714e-102,3.943888586740299982e-119,-8.925628011674854448e-102,-6.664706078143135037e-119
1.010000000000000000e+03,1.648975950706045447e-100,8.255548891904520836e-117,-1.209249030517766390e-99,-1.362328148377691792e-116
1.015000000000000000e+03,2.111123614810679221e-98,1.633048085716256804e-114,-1.548157317527830930e-97,-2.629283031299871286e-114
1.020000000000000000e+03,2.554085227548871041e-96,3.052700909527526826e-112,-1.872995833535838153e-95,-4.790988207751970038e-112
1.025000000000000000e+03,2.919977391570767662e-94,5.392652057966228414e-110,-2.141316753818561568e-93,-8.241764454498471545e-110
1.030000000000000000e+03,3.154612196185967839e-92,9.002311547934012316e-108,-2.313382277203040947e-91,-1.338429325424195400e-107
1.035000000000000000e+03,3.220585672641775663e-90,1.420168409256031018e-105,-2.361762826603965273e-89,-2.051733641319927569e-105
1.040000000000000000e+03,3.107034882099345884e-88,2.117193468974930466e-103,-2.278492246872848551e-87,-2.968683588030369312e-103
1.045000000000000000e+03,2.832564453778205639e-86,2.982750293304573364e-101,-2.077213932770676944e-85,-4.054038619304339395e-101
1.050000000000000000e+03,2.440258748245858302e-84,3.971089879092694704e-99,-1.789523082046953337e-83,-5.224594166725603299e-99
1.055000000000000000e+03,1.986618014227815323e-82,4.996200657106968594e-97,-1.456853210433719318e-81,-6.353500235656275018e-97
1.060000000000000000e+03,1.528323469639088099e-80,5.940298760505682439e-95,-1.120770544401984156e-79,-7.289859452609808281e-95
1.065000000000000000e+03,1.111062854749866681e-78,6.674457148707503946e-93,-8.147794268165535586e-78,-7.890681574941177884e-93
1.070000000000000000e+03,7.632809439243825887e-77,7.087024048489103573e-91,-5.597393588778644980e-76,-8.056298666115002516e-91
1.075000000000000000e+03,4.955102832212489627e-75,7.111370078523871564e-89,-3.633742076955666606e-74,-7.757292661206311620e-89
1.080000000000000000e+03,3.039788736791428529e-73,6.743498498578948142e-87,-2.229178406980231999e-72,-7.042975075922519289e-87
1.085000000000000000e+03,1.762205815106986266e-71,6.043118869510951807e-85,-1.292284264411658197e-70,-6.028081832019215299e-85
1.090000000000000000e+03,9.653668515424971285e-70,5.117787592727103968e-83,-7.079356911310546348e-69,-4.862617970534547344e-83
1.095000000000000000e+03,4.997475651649888500e-68,4.095906924576153158e-81,-3.664815477875716871e-67,-3.695747854672815717e-81
1.100000000000000000e+03,2.444733811714114047e-66,3.097891165615766498e-79,-1.792804795256369606e-65,-2.645616037526189983e-79
1.105000000000000000e+03,1.130147424625187191e-64,2.214278011596289857e-77,-8.287747780580141603e-64,-1.783065324901540955e-77
1.110000000000000000e+03,4.936979199875380773e-63,1.495718366549738843e-75,-3.620451413238905681e-62,-1.130869780666315926e-75
1.115000000000000000e+03,2.038028392693575946e-61,9.548190829375027502e-74,-1.494554154640041136e-60,-6.745393097171312336e-74
1.120000000000000000e+03,7.950271606556897525e-60,5.760337993914803602e-72,-5.830199178130330673e-59,-3.781268995968270976e-72
1.125000000000000000e+03,2.930735234941594240e-58,3.284222916219673354e-70,-2.149205838950760683e-57,-1.990272748865522168e-70
