-4.950819969177246094e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.852458953857421875e+02,1.000625389317633506e-05,0.000000000000000000e+00,0.000000000000000000e+00
-4.754098892211914062e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.655737876892089844e+02,1.000625389317633506e-05,0.000000000000000000e+00,0.000000000000000000e+00
-4.557376861572265625e+02,3.001876167952900856e-05,0.000000000000000000e+00,0.000000000000000000e+00
-4.459016799926757812e+02,1.000625389317633574e-04,0.000000000000000000e+00,0.000000000000000000e+00
-4.360655784606933594e+02,9.005628503858701891e-05,1.531030381164380397e-04,4.508494076755633034e-04
-4.262294769287109375e+02,2.801751090089374223e-04,1.531030381164380397e-04,9.016988153511266068e-04
-4.163934707641601562e+02,7.204502803086961513e-04,0.000000000000000000e+00,9.016988153511266068e-04
-4.065573692321777344e+02,1.310819260006099943e-03,4.593091143493141732e-04,2.254247038377816571e-03
-3.967213392257690430e+02,2.321450903216909761e-03,1.071721266815066440e-03,1.803397630702253214e-03
-3.868852615356445312e+02,4.102564096202297381e-03,1.531030381164380505e-03,2.705096446053379712e-03
-3.770491838455200195e+02,7.504690419882251856e-03,4.286885067260265761e-03,6.762741115133449714e-03
-3.672131299972534180e+02,1.199749841791842610e-02,6.736533677123274395e-03,1.262378341491577315e-02
-3.573770523071289062e+02,1.833145713229904564e-02,1.010480051568491203e-02,2.344416919912929026e-02
-3.475409984588623047e+02,2.923827387586125370e-02,1.699443723092462430e-02,3.336285616799168630e-02
-3.377049207687377930e+02,4.316697929516271487e-02,2.954888635647254583e-02,5.500362773641872399e-02
-3.278688669204711914e+02,6.298936825754503088e-02,4.011299598650677062e-02,7.078335700506344086e-02
-3.180327892303466797e+02,8.956597859782138016e-02,6.552810031383549116e-02,9.603092383489497674e-02
-3.081967353820800781e+02,1.218761724188877765e-01,9.048389552681489201e-02,1.172208459956464582e-01
-2.983606576919555664e+02,1.576485300869931716e-01,1.178893393496572989e-01,1.438209610485046974e-01
-2.885246038436889648e+02,2.043577232603402960e-01,1.488161530491777795e-01,1.862008053700076327e-01
-2.786885261535644531e+02,2.496060033652836851e-01,1.955125796746914058e-01,2.001771370079501178e-01
-2.688524723052978516e+02,3.058811752605073986e-01,2.477207156723967574e-01,2.209162097610260223e-01
-2.590163946151733398e+02,3.586941833086921272e-01,2.962543787553076347e-01,2.335399931759417902e-01
-2.491803407669067383e+02,4.086153839817488476e-01,3.378984051229788066e-01,2.493197224445865001e-01
-2.393442630767822266e+02,4.515422131834753161e-01,3.807672557955814607e-01,2.817808797972270463e-01
-2.295082092285156250e+02,4.960400242464305109e-01,4.245547246968827126e-01,2.849368256509560160e-01
-2.196721315383911133e+02,5.235672287065585850e-01,4.767628606945881198e-01,2.596892588211244801e-01
-2.098360776901245117e+02,5.418786733310713144e-01,5.127420746519509853e-01,2.885436209123605211e-01
-2.000000000000000000e+02,5.548868033922005338e-01,5.199379174434236583e-01,2.745672892744180360e-01
-1.901639461517333984e+02,5.530956839453219365e-01,5.409130336653756865e-01,2.601401082288000155e-01
-1.803278803825378418e+02,5.387667283702934906e-01,5.482619794949646908e-01,2.209162097610260223e-01
-1.704918146133422852e+02,5.206754213314306323e-01,5.305020270734578380e-01,2.159568662765948277e-01
-1.606557488441467285e+02,4.946091299397062935e-01,5.231530812438688338e-01,1.825940101086031275e-01
-1.508196830749511719e+02,4.706441518655489764e-01,4.891642067820195505e-01,1.843974077393053801e-01
-1.409836173057556152e+02,4.334909311601852222e-01,4.614525568829442870e-01,1.794380642548741855e-01
-1.311475515365600586e+02,4.002401494731602782e-01,4.395588224322936610e-01,1.384107681563979397e-01
-1.213114857673645020e+02,3.681300807299573985e-01,3.966899717596910069e-01,1.357056717103445609e-01
-1.114754199981689453e+02,3.418036267370104797e-01,3.720403826229444766e-01,1.181225448109975845e-01
-1.016393542289733887e+02,3.078924322930358670e-01,3.533618119727390261e-01,1.307463282259133663e-01
-9.180328249931335449e+01,2.732007500453935145e-01,3.201384527014719539e-01,1.740278713627674279e-01
-8.196721673011779785e+01,2.353871165830801193e-01,2.990102334414035390e-01,2.578858611904222276e-01
-7.213115096092224121e+01,1.942013755587663204e-01,2.535386311208214227e-01,3.615812249558017499e-01
-6.229508519172668457e+01,1.490331454849683490e-01,2.288890419840748924e-01,5.631109101867786126e-01
-5.245901942253112793e+01,1.047354594998767124e-01,1.828050275110270351e-01,7.934949575089914608e-01
-4.262295663356781006e+01,6.761225755619250377e-02,1.358023948092805522e-01,9.188310928427979585e-01
-3.278689086437225342e+01,3.624265160108468969e-02,8.726873172636968878e-02,8.854682366748063416e-01
-2.295082509517669678e+01,1.837148214787175105e-02,4.424677801565059937e-02,7.249658475423057524e-01
-1.311475932598114014e+01,7.954971845075186829e-03,2.066891014571913682e-02,4.445375159681054233e-01
-3.278694301843643188e+00,2.781738582303021519e-03,8.879976210753407276e-03,1.821431607009275644e-01
6.557370722293853760e+00,1.070669166569867929e-03,2.908957724212323133e-03,3.787135024474731770e-02
1.639343649148941040e+01,2.601626012225847183e-04,1.377927343047942411e-03,6.762741115133449714e-03
2.622950077056884766e+01,8.005003114541068047e-05,0.000000000000000000e+00,1.352548223026689856e-03
3.606556653976440430e+01,1.000625389317633506e-05,0.000000000000000000e+00,4.508494076755633034e-04
4.590163230895996094e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.573769807815551758e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.557376384735107422e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.540982961654663086e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.524589538574218750e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
