0.000000000000000000e+00,1.188707798719406128e-01
2.500000000000000000e-01,2.285203486680984497e-01
5.000000000000000000e-01,3.255988657474517822e-01
7.500000000000000000e-01,4.044956266880035400e-01
1.000000000000000000e+00,4.694663584232330322e-01
1.250000000000000000e+00,5.215368866920471191e-01
1.500000000000000000e+00,5.635655522346496582e-01
1.750000000000000000e+00,5.971475243568420410e-01
2.000000000000000000e+00,6.213241219520568848e-01
2.250000000000000000e+00,6.361773610115051270e-01
2.500000000000000000e+00,6.470379233360290527e-01
2.750000000000000000e+00,6.521514058113098145e-01
3.000000000000000000e+00,6.513490676879882812e-01
3.250000000000000000e+00,6.483673453330993652e-01
3.500000000000000000e+00,6.414569020271301270e-01
3.750000000000000000e+00,6.346204876899719238e-01
4.000000000000000000e+00,6.347253322601318359e-01
4.250000000000000000e+00,6.379413008689880371e-01
4.500000000000000000e+00,6.389891505241394043e-01
4.750000000000000000e+00,6.387039422988891602e-01
5.000000000000000000e+00,6.380966305732727051e-01
5.250000000000000000e+00,6.394703388214111328e-01
5.500000000000000000e+00,6.410872340202331543e-01
5.750000000000000000e+00,6.420941948890686035e-01
6.000000000000000000e+00,6.435537934303283691e-01
6.250000000000000000e+00,6.433686614036560059e-01
6.500000000000000000e+00,6.427663564682006836e-01
6.750000000000000000e+00,6.406878829002380371e-01
7.000000000000000000e+00,6.384800672531127930e-01
7.250000000000000000e+00,6.373822689056396484e-01
7.500000000000000000e+00,6.381531953811645508e-01
7.750000000000000000e+00,6.399559378623962402e-01
8.000000000000000000e+00,6.415689587593078613e-01
8.250000000000000000e+00,6.412138938903808594e-01
8.500000000000000000e+00,6.391823291778564453e-01
8.750000000000000000e+00,6.405123472213745117e-01
9.000000000000000000e+00,6.412438750267028809e-01
9.250000000000000000e+00,6.399570703506469727e-01
9.500000000000000000e+00,6.389733552932739258e-01
9.750000000000000000e+00,6.404196023941040039e-01
1.000000000000000000e+01,6.393395662307739258e-01
